unicode,name,image_path
U+1F4B0,money bag,data\emoji_images\U+1F4B0.png
U+1FA99,coin,data\emoji_images\U+1FA99.png
U+1F4B4,yen banknote,data\emoji_images\U+1F4B4.png
U+1F4B5,dollar banknote,data\emoji_images\U+1F4B5.png
U+1F4B6,euro banknote,data\emoji_images\U+1F4B6.png
U+1F4B7,pound banknote,data\emoji_images\U+1F4B7.png
U+1F4B8,money with wings,data\emoji_images\U+1F4B8.png
U+1F4B3,credit card,data\emoji_images\U+1F4B3.png
U+1F9FE,receipt,data\emoji_images\U+1F9FE.png
U+1F4B9,chart increasing with yen,data\emoji_images\U+1F4B9.png
U+2709,envelope,data\emoji_images\U+2709.png
U+1F4E7,e-mail,data\emoji_images\U+1F4E7.png
U+1F4E8,incoming envelope,data\emoji_images\U+1F4E8.png
U+1F4E9,envelope with arrow,data\emoji_images\U+1F4E9.png
U+1F4E4,outbox tray,data\emoji_images\U+1F4E4.png
U+1F4E5,inbox tray,data\emoji_images\U+1F4E5.png
U+1F4E6,package,data\emoji_images\U+1F4E6.png
U+1F4EB,closed mailbox with raised flag,data\emoji_images\U+1F4EB.png
U+1F4EA,closed mailbox with lowered flag,data\emoji_images\U+1F4EA.png
U+1F4EC,open mailbox with raised flag,data\emoji_images\U+1F4EC.png
U+1F4ED,open mailbox with lowered flag,data\emoji_images\U+1F4ED.png
U+1F4EE,postbox,data\emoji_images\U+1F4EE.png
U+1F5F3,ballot box with ballot,data\emoji_images\U+1F5F3.png
U+270F,pencil,data\emoji_images\U+270F.png
U+2712,black nib,data\emoji_images\U+2712.png
U+1F58B,fountain pen,data\emoji_images\U+1F58B.png
U+1F58A,pen,data\emoji_images\U+1F58A.png
U+1F58C,paintbrush,data\emoji_images\U+1F58C.png
U+1F58D,crayon,data\emoji_images\U+1F58D.png
U+1F4DD,memo,data\emoji_images\U+1F4DD.png
U+1F4BC,briefcase,data\emoji_images\U+1F4BC.png
U+1F4C1,file folder,data\emoji_images\U+1F4C1.png
U+1F4C2,open file folder,data\emoji_images\U+1F4C2.png
U+1F5C2,card index dividers,data\emoji_images\U+1F5C2.png
U+1F4C5,calendar,data\emoji_images\U+1F4C5.png
U+1F4C6,tear-off calendar,data\emoji_images\U+1F4C6.png
U+1F5D2,spiral notepad,data\emoji_images\U+1F5D2.png
U+1F5D3,spiral calendar,data\emoji_images\U+1F5D3.png
U+1F4C7,card index,data\emoji_images\U+1F4C7.png
U+1F4C8,chart increasing,data\emoji_images\U+1F4C8.png
U+1F4C9,chart decreasing,data\emoji_images\U+1F4C9.png
U+1F4CA,bar chart,data\emoji_images\U+1F4CA.png
U+1F4CB,clipboard,data\emoji_images\U+1F4CB.png
U+1F4CC,pushpin,data\emoji_images\U+1F4CC.png
U+1F4CD,round pushpin,data\emoji_images\U+1F4CD.png
U+1F4CE,paperclip,data\emoji_images\U+1F4CE.png
U+1F587,linked paperclips,data\emoji_images\U+1F587.png
U+1F4CF,straight ruler,data\emoji_images\U+1F4CF.png
U+1F4D0,triangular ruler,data\emoji_images\U+1F4D0.png
U+2702,scissors,data\emoji_images\U+2702.png
U+1F5C3,card file box,data\emoji_images\U+1F5C3.png
U+1F5C4,file cabinet,data\emoji_images\U+1F5C4.png
U+1F5D1,wastebasket,data\emoji_images\U+1F5D1.png
U+1F512,locked,data\emoji_images\U+1F512.png
U+1F513,unlocked,data\emoji_images\U+1F513.png
U+1F50F,locked with pen,data\emoji_images\U+1F50F.png
U+1F510,locked with key,data\emoji_images\U+1F510.png
U+1F511,key,data\emoji_images\U+1F511.png
U+1F5DD,old key,data\emoji_images\U+1F5DD.png
U+1F528,hammer,data\emoji_images\U+1F528.png
U+1FA93,axe,data\emoji_images\U+1FA93.png
U+26CF,pick,data\emoji_images\U+26CF.png
U+2692,hammer and pick,data\emoji_images\U+2692.png
U+1F6E0,hammer and wrench,data\emoji_images\U+1F6E0.png
U+1F5E1,dagger,data\emoji_images\U+1F5E1.png
U+2694,crossed swords,data\emoji_images\U+2694.png
U+1F52B,water pistol,data\emoji_images\U+1F52B.png
U+1FA83,boomerang,data\emoji_images\U+1FA83.png
U+1F3F9,bow and arrow,data\emoji_images\U+1F3F9.png
U+1F6E1,shield,data\emoji_images\U+1F6E1.png
U+1FA9A,carpentry saw,data\emoji_images\U+1FA9A.png
U+1F527,wrench,data\emoji_images\U+1F527.png
U+1FA9B,screwdriver,data\emoji_images\U+1FA9B.png
U+1F529,nut and bolt,data\emoji_images\U+1F529.png
U+2699,gear,data\emoji_images\U+2699.png
U+1F5DC,clamp,data\emoji_images\U+1F5DC.png
U+2696,balance scale,data\emoji_images\U+2696.png
U+1F9AF,white cane,data\emoji_images\U+1F9AF.png
U+1F517,link,data\emoji_images\U+1F517.png
U+26D3,chains,data\emoji_images\U+26D3.png
U+1FA9D,hook,data\emoji_images\U+1FA9D.png
U+1F9F0,toolbox,data\emoji_images\U+1F9F0.png
U+1F9F2,magnet,data\emoji_images\U+1F9F2.png
U+1FA9C,ladder,data\emoji_images\U+1FA9C.png
U+2697,alembic,data\emoji_images\U+2697.png
U+1F9EA,test tube,data\emoji_images\U+1F9EA.png
U+1F9EB,petri dish,data\emoji_images\U+1F9EB.png
U+1F9EC,dna,data\emoji_images\U+1F9EC.png
U+1F52C,microscope,data\emoji_images\U+1F52C.png
U+1F52D,telescope,data\emoji_images\U+1F52D.png
U+1F4E1,satellite antenna,data\emoji_images\U+1F4E1.png
U+1F489,syringe,data\emoji_images\U+1F489.png
U+1FA78,drop of blood,data\emoji_images\U+1FA78.png
U+1F48A,pill,data\emoji_images\U+1F48A.png
U+1FA79,adhesive bandage,data\emoji_images\U+1FA79.png
U+1FA7A,stethoscope,data\emoji_images\U+1FA7A.png
U+1F6AA,door,data\emoji_images\U+1F6AA.png
U+1F6D7,elevator,data\emoji_images\U+1F6D7.png
U+1FA9E,mirror,data\emoji_images\U+1FA9E.png
U+1FA9F,window,data\emoji_images\U+1FA9F.png
U+1F6CF,bed,data\emoji_images\U+1F6CF.png
U+1F6CB,couch and lamp,data\emoji_images\U+1F6CB.png
U+1FA91,chair,data\emoji_images\U+1FA91.png
U+1F6BD,toilet,data\emoji_images\U+1F6BD.png
U+1FAA0,plunger,data\emoji_images\U+1FAA0.png
U+1F6BF,shower,data\emoji_images\U+1F6BF.png
U+1F6C1,bathtub,data\emoji_images\U+1F6C1.png
U+1FAA4,mouse trap,data\emoji_images\U+1FAA4.png
U+1FA92,razor,data\emoji_images\U+1FA92.png
U+1F9F4,lotion bottle,data\emoji_images\U+1F9F4.png
U+1F9F7,safety pin,data\emoji_images\U+1F9F7.png
U+1F9F9,broom,data\emoji_images\U+1F9F9.png
U+1F9FA,basket,data\emoji_images\U+1F9FA.png
U+1F9FB,roll of paper,data\emoji_images\U+1F9FB.png
U+1FAA3,bucket,data\emoji_images\U+1FAA3.png
U+1F9FC,soap,data\emoji_images\U+1F9FC.png
U+1FAA5,toothbrush,data\emoji_images\U+1FAA5.png
U+1F9FD,sponge,data\emoji_images\U+1F9FD.png
U+1F9EF,fire extinguisher,data\emoji_images\U+1F9EF.png
U+1F6D2,shopping cart,data\emoji_images\U+1F6D2.png
U+1F6AC,cigarette,data\emoji_images\U+1F6AC.png
U+26B0,coffin,data\emoji_images\U+26B0.png
U+1FAA6,headstone,data\emoji_images\U+1FAA6.png
U+26B1,funeral urn,data\emoji_images\U+26B1.png
U+1F5FF,moai,data\emoji_images\U+1F5FF.png
U+1FAA7,placard,data\emoji_images\U+1FAA7.png
U+1F3E7,ATM sign,data\emoji_images\U+1F3E7.png
U+1F6AE,litter in bin sign,data\emoji_images\U+1F6AE.png
U+1F6B0,potable water,data\emoji_images\U+1F6B0.png
U+267F,wheelchair symbol,data\emoji_images\U+267F.png
U+1F6B9,men’s room,data\emoji_images\U+1F6B9.png
U+1F6BA,women’s room,data\emoji_images\U+1F6BA.png
U+1F6BB,restroom,data\emoji_images\U+1F6BB.png
U+1F6BC,baby symbol,data\emoji_images\U+1F6BC.png
U+1F6BE,water closet,data\emoji_images\U+1F6BE.png
U+1F6C2,passport control,data\emoji_images\U+1F6C2.png
U+1F6C3,customs,data\emoji_images\U+1F6C3.png
U+1F6C4,baggage claim,data\emoji_images\U+1F6C4.png
U+1F6C5,left luggage,data\emoji_images\U+1F6C5.png
U+26A0,warning,data\emoji_images\U+26A0.png
U+1F6B8,children crossing,data\emoji_images\U+1F6B8.png
U+26D4,no entry,data\emoji_images\U+26D4.png
U+1F6AB,prohibited,data\emoji_images\U+1F6AB.png
U+1F6B3,no bicycles,data\emoji_images\U+1F6B3.png
U+1F6AD,no smoking,data\emoji_images\U+1F6AD.png
U+1F6AF,no littering,data\emoji_images\U+1F6AF.png
U+1F6B1,non-potable water,data\emoji_images\U+1F6B1.png
U+1F6B7,no pedestrians,data\emoji_images\U+1F6B7.png
U+1F4F5,no mobile phones,data\emoji_images\U+1F4F5.png
U+1F51E,no one under eighteen,data\emoji_images\U+1F51E.png
U+2622,radioactive,data\emoji_images\U+2622.png
U+2623,biohazard,data\emoji_images\U+2623.png
U+2B06,up arrow,data\emoji_images\U+2B06.png
U+2197,up-right arrow,data\emoji_images\U+2197.png
U+27A1,right arrow,data\emoji_images\U+27A1.png
U+2198,down-right arrow,data\emoji_images\U+2198.png
U+2B07,down arrow,data\emoji_images\U+2B07.png
U+2199,down-left arrow,data\emoji_images\U+2199.png
U+2B05,left arrow,data\emoji_images\U+2B05.png
U+2196,up-left arrow,data\emoji_images\U+2196.png
U+2195,up-down arrow,data\emoji_images\U+2195.png
U+2194,left-right arrow,data\emoji_images\U+2194.png
U+21A9,right arrow curving left,data\emoji_images\U+21A9.png
U+21AA,left arrow curving right,data\emoji_images\U+21AA.png
U+2934,right arrow curving up,data\emoji_images\U+2934.png
U+2935,right arrow curving down,data\emoji_images\U+2935.png
U+1F503,clockwise vertical arrows,data\emoji_images\U+1F503.png
U+1F504,counterclockwise arrows button,data\emoji_images\U+1F504.png
U+1F519,BACK arrow,data\emoji_images\U+1F519.png
U+1F51A,END arrow,data\emoji_images\U+1F51A.png
U+1F51B,ON! arrow,data\emoji_images\U+1F51B.png
U+1F51C,SOON arrow,data\emoji_images\U+1F51C.png
U+1F51D,TOP arrow,data\emoji_images\U+1F51D.png
U+1F6D0,place of worship,data\emoji_images\U+1F6D0.png
U+269B,atom symbol,data\emoji_images\U+269B.png
U+1F549,om,data\emoji_images\U+1F549.png
U+2721,star of David,data\emoji_images\U+2721.png
U+2638,wheel of dharma,data\emoji_images\U+2638.png
U+262F,yin yang,data\emoji_images\U+262F.png
U+271D,latin cross,data\emoji_images\U+271D.png
U+2626,orthodox cross,data\emoji_images\U+2626.png
U+262A,star and crescent,data\emoji_images\U+262A.png
U+262E,peace symbol,data\emoji_images\U+262E.png
U+1F54E,menorah,data\emoji_images\U+1F54E.png
U+1F52F,dotted six-pointed star,data\emoji_images\U+1F52F.png
U+2648,Aries,data\emoji_images\U+2648.png
U+2649,Taurus,data\emoji_images\U+2649.png
U+264A,Gemini,data\emoji_images\U+264A.png
U+264B,Cancer,data\emoji_images\U+264B.png
U+264C,Leo,data\emoji_images\U+264C.png
U+264D,Virgo,data\emoji_images\U+264D.png
U+264E,Libra,data\emoji_images\U+264E.png
U+264F,Scorpio,data\emoji_images\U+264F.png
U+2650,Sagittarius,data\emoji_images\U+2650.png
U+2651,Capricorn,data\emoji_images\U+2651.png
U+2652,Aquarius,data\emoji_images\U+2652.png
U+2653,Pisces,data\emoji_images\U+2653.png
U+26CE,Ophiuchus,data\emoji_images\U+26CE.png
U+1F500,shuffle tracks button,data\emoji_images\U+1F500.png
U+1F501,repeat button,data\emoji_images\U+1F501.png
U+1F502,repeat single button,data\emoji_images\U+1F502.png
U+25B6,play button,data\emoji_images\U+25B6.png
U+23E9,fast-forward button,data\emoji_images\U+23E9.png
U+23ED,next track button,data\emoji_images\U+23ED.png
U+23EF,play or pause button,data\emoji_images\U+23EF.png
U+25C0,reverse button,data\emoji_images\U+25C0.png
U+23EA,fast reverse button,data\emoji_images\U+23EA.png
U+23EE,last track button,data\emoji_images\U+23EE.png
U+1F53C,upwards button,data\emoji_images\U+1F53C.png
U+23EB,fast up button,data\emoji_images\U+23EB.png
U+1F53D,downwards button,data\emoji_images\U+1F53D.png
U+23EC,fast down button,data\emoji_images\U+23EC.png
U+23F8,pause button,data\emoji_images\U+23F8.png
U+23F9,stop button,data\emoji_images\U+23F9.png
U+23FA,record button,data\emoji_images\U+23FA.png
U+23CF,eject button,data\emoji_images\U+23CF.png
U+1F3A6,cinema,data\emoji_images\U+1F3A6.png
U+1F505,dim button,data\emoji_images\U+1F505.png
U+1F506,bright button,data\emoji_images\U+1F506.png
U+1F4F6,antenna bars,data\emoji_images\U+1F4F6.png
U+1F4F3,vibration mode,data\emoji_images\U+1F4F3.png
U+1F4F4,mobile phone off,data\emoji_images\U+1F4F4.png
U+2640,female sign,data\emoji_images\U+2640.png
U+2642,male sign,data\emoji_images\U+2642.png
U+26A7,transgender symbol,data\emoji_images\U+26A7.png
U+2716,multiply,data\emoji_images\U+2716.png
U+2795,plus,data\emoji_images\U+2795.png
U+2796,minus,data\emoji_images\U+2796.png
U+2797,divide,data\emoji_images\U+2797.png
U+267E,infinity,data\emoji_images\U+267E.png
U+203C,double exclamation mark,data\emoji_images\U+203C.png
U+2049,exclamation question mark,data\emoji_images\U+2049.png
U+2753,red question mark,data\emoji_images\U+2753.png
U+2754,white question mark,data\emoji_images\U+2754.png
U+2755,white exclamation mark,data\emoji_images\U+2755.png
U+2757,red exclamation mark,data\emoji_images\U+2757.png
U+3030,wavy dash,data\emoji_images\U+3030.png
U+1F4B1,currency exchange,data\emoji_images\U+1F4B1.png
U+1F4B2,heavy dollar sign,data\emoji_images\U+1F4B2.png
U+2695,medical symbol,data\emoji_images\U+2695.png
U+267B,recycling symbol,data\emoji_images\U+267B.png
U+269C,fleur-de-lis,data\emoji_images\U+269C.png
U+1F531,trident emblem,data\emoji_images\U+1F531.png
U+1F4DB,name badge,data\emoji_images\U+1F4DB.png
U+1F530,Japanese symbol for beginner,data\emoji_images\U+1F530.png
U+2B55,hollow red circle,data\emoji_images\U+2B55.png
U+2705,check mark button,data\emoji_images\U+2705.png
U+2611,check box with check,data\emoji_images\U+2611.png
U+2714,check mark,data\emoji_images\U+2714.png
U+274C,cross mark,data\emoji_images\U+274C.png
U+274E,cross mark button,data\emoji_images\U+274E.png
U+27B0,curly loop,data\emoji_images\U+27B0.png
U+27BF,double curly loop,data\emoji_images\U+27BF.png
U+303D,part alternation mark,data\emoji_images\U+303D.png
U+2733,eight-spoked asterisk,data\emoji_images\U+2733.png
U+2734,eight-pointed star,data\emoji_images\U+2734.png
U+2747,sparkle,data\emoji_images\U+2747.png
U+00A9,copyright,data\emoji_images\U+00A9.png
U+00AE,registered,data\emoji_images\U+00AE.png
U+2122,trade mark,data\emoji_images\U+2122.png
U+0023 U+FE0F U+20E3,keycap: #,data\emoji_images\U+0023 U+FE0F U+20E3.png
U+002A U+FE0F U+20E3,keycap: *,data\emoji_images\U+002A U+FE0F U+20E3.png
U+0030 U+FE0F U+20E3,keycap: 0,data\emoji_images\U+0030 U+FE0F U+20E3.png
U+0031 U+FE0F U+20E3,keycap: 1,data\emoji_images\U+0031 U+FE0F U+20E3.png
U+0032 U+FE0F U+20E3,keycap: 2,data\emoji_images\U+0032 U+FE0F U+20E3.png
U+0033 U+FE0F U+20E3,keycap: 3,data\emoji_images\U+0033 U+FE0F U+20E3.png
U+0034 U+FE0F U+20E3,keycap: 4,data\emoji_images\U+0034 U+FE0F U+20E3.png
U+0035 U+FE0F U+20E3,keycap: 5,data\emoji_images\U+0035 U+FE0F U+20E3.png
U+0036 U+FE0F U+20E3,keycap: 6,data\emoji_images\U+0036 U+FE0F U+20E3.png
U+0037 U+FE0F U+20E3,keycap: 7,data\emoji_images\U+0037 U+FE0F U+20E3.png
U+0038 U+FE0F U+20E3,keycap: 8,data\emoji_images\U+0038 U+FE0F U+20E3.png
U+0039 U+FE0F U+20E3,keycap: 9,data\emoji_images\U+0039 U+FE0F U+20E3.png
U+1F51F,keycap: 10,data\emoji_images\U+1F51F.png
U+1F520,input latin uppercase,data\emoji_images\U+1F520.png
U+1F521,input latin lowercase,data\emoji_images\U+1F521.png
U+1F522,input numbers,data\emoji_images\U+1F522.png
U+1F523,input symbols,data\emoji_images\U+1F523.png
U+1F524,input latin letters,data\emoji_images\U+1F524.png
U+1F170,A button (blood type),data\emoji_images\U+1F170.png
U+1F18E,AB button (blood type),data\emoji_images\U+1F18E.png
U+1F171,B button (blood type),data\emoji_images\U+1F171.png
U+1F191,CL button,data\emoji_images\U+1F191.png
U+1F192,COOL button,data\emoji_images\U+1F192.png
U+1F193,FREE button,data\emoji_images\U+1F193.png
U+2139,information,data\emoji_images\U+2139.png
U+1F194,ID button,data\emoji_images\U+1F194.png
U+24C2,circled M,data\emoji_images\U+24C2.png
U+1F195,NEW button,data\emoji_images\U+1F195.png
U+1F196,NG button,data\emoji_images\U+1F196.png
U+1F17E,O button (blood type),data\emoji_images\U+1F17E.png
U+1F197,OK button,data\emoji_images\U+1F197.png
U+1F17F,P button,data\emoji_images\U+1F17F.png
U+1F198,SOS button,data\emoji_images\U+1F198.png
U+1F199,UP! button,data\emoji_images\U+1F199.png
U+1F19A,VS button,data\emoji_images\U+1F19A.png
U+1F201,Japanese “here” button,data\emoji_images\U+1F201.png
U+1F202,Japanese “service charge” button,data\emoji_images\U+1F202.png
U+1F237,Japanese “monthly amount” button,data\emoji_images\U+1F237.png
U+1F236,Japanese “not free of charge” button,data\emoji_images\U+1F236.png
U+1F22F,Japanese “reserved” button,data\emoji_images\U+1F22F.png
U+1F250,Japanese “bargain” button,data\emoji_images\U+1F250.png
U+1F239,Japanese “discount” button,data\emoji_images\U+1F239.png
U+1F21A,Japanese “free of charge” button,data\emoji_images\U+1F21A.png
U+1F232,Japanese “prohibited” button,data\emoji_images\U+1F232.png
U+1F251,Japanese “acceptable” button,data\emoji_images\U+1F251.png
U+1F238,Japanese “application” button,data\emoji_images\U+1F238.png
U+1F234,Japanese “passing grade” button,data\emoji_images\U+1F234.png
U+1F233,Japanese “vacancy” button,data\emoji_images\U+1F233.png
U+3297,Japanese “congratulations” button,data\emoji_images\U+3297.png
U+3299,Japanese “secret” button,data\emoji_images\U+3299.png
U+1F23A,Japanese “open for business” button,data\emoji_images\U+1F23A.png
U+1F235,Japanese “no vacancy” button,data\emoji_images\U+1F235.png
U+1F534,red circle,data\emoji_images\U+1F534.png
U+1F7E0,orange circle,data\emoji_images\U+1F7E0.png
U+1F7E1,yellow circle,data\emoji_images\U+1F7E1.png
U+1F7E2,green circle,data\emoji_images\U+1F7E2.png
U+1F535,blue circle,data\emoji_images\U+1F535.png
U+1F7E3,purple circle,data\emoji_images\U+1F7E3.png
U+1F7E4,brown circle,data\emoji_images\U+1F7E4.png
U+26AB,black circle,data\emoji_images\U+26AB.png
U+26AA,white circle,data\emoji_images\U+26AA.png
U+1F7E5,red square,data\emoji_images\U+1F7E5.png
U+1F7E7,orange square,data\emoji_images\U+1F7E7.png
U+1F7E8,yellow square,data\emoji_images\U+1F7E8.png
U+1F7E9,green square,data\emoji_images\U+1F7E9.png
U+1F7E6,blue square,data\emoji_images\U+1F7E6.png
U+1F7EA,purple square,data\emoji_images\U+1F7EA.png
U+1F7EB,brown square,data\emoji_images\U+1F7EB.png
U+2B1B,black large square,data\emoji_images\U+2B1B.png
U+2B1C,white large square,data\emoji_images\U+2B1C.png
U+25FC,black medium square,data\emoji_images\U+25FC.png
U+25FB,white medium square,data\emoji_images\U+25FB.png
U+25FE,black medium-small square,data\emoji_images\U+25FE.png
U+25FD,white medium-small square,data\emoji_images\U+25FD.png
U+25AA,black small square,data\emoji_images\U+25AA.png
U+25AB,white small square,data\emoji_images\U+25AB.png
U+1F536,large orange diamond,data\emoji_images\U+1F536.png
U+1F537,large blue diamond,data\emoji_images\U+1F537.png
U+1F538,small orange diamond,data\emoji_images\U+1F538.png
U+1F539,small blue diamond,data\emoji_images\U+1F539.png
U+1F53A,red triangle pointed up,data\emoji_images\U+1F53A.png
U+1F53B,red triangle pointed down,data\emoji_images\U+1F53B.png
U+1F4A0,diamond with a dot,data\emoji_images\U+1F4A0.png
U+1F518,radio button,data\emoji_images\U+1F518.png
U+1F533,white square button,data\emoji_images\U+1F533.png
U+1F532,black square button,data\emoji_images\U+1F532.png
U+1F3C1,chequered flag,data\emoji_images\U+1F3C1.png
U+1F6A9,triangular flag,data\emoji_images\U+1F6A9.png
U+1F38C,crossed flags,data\emoji_images\U+1F38C.png
U+1F3F4,black flag,data\emoji_images\U+1F3F4.png
U+1F3F3,white flag,data\emoji_images\U+1F3F3.png
U+1F3F3 U+FE0F U+200D U+1F308,rainbow flag,data\emoji_images\U+1F3F3 U+FE0F U+200D U+1F308.png
U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F,transgender flag,data\emoji_images\U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F.png
U+1F3F4 U+200D U+2620 U+FE0F,pirate flag,data\emoji_images\U+1F3F4 U+200D U+2620 U+FE0F.png
U+1F1E6 U+1F1E8,flag: Ascension Island,data\emoji_images\U+1F1E6 U+1F1E8.png
U+1F1E6 U+1F1E9,flag: Andorra,data\emoji_images\U+1F1E6 U+1F1E9.png
U+1F1E6 U+1F1EA,flag: United Arab Emirates,data\emoji_images\U+1F1E6 U+1F1EA.png
U+1F1E6 U+1F1EB,flag: Afghanistan,data\emoji_images\U+1F1E6 U+1F1EB.png
U+1F1E6 U+1F1EC,flag: Antigua & Barbuda,data\emoji_images\U+1F1E6 U+1F1EC.png
U+1F1E6 U+1F1EE,flag: Anguilla,data\emoji_images\U+1F1E6 U+1F1EE.png
U+1F1E6 U+1F1F1,flag: Albania,data\emoji_images\U+1F1E6 U+1F1F1.png
U+1F1E6 U+1F1F2,flag: Armenia,data\emoji_images\U+1F1E6 U+1F1F2.png
U+1F1E6 U+1F1F4,flag: Angola,data\emoji_images\U+1F1E6 U+1F1F4.png
U+1F1E6 U+1F1F6,flag: Antarctica,data\emoji_images\U+1F1E6 U+1F1F6.png
U+1F1E6 U+1F1F7,flag: Argentina,data\emoji_images\U+1F1E6 U+1F1F7.png
U+1F1E6 U+1F1F8,flag: American Samoa,data\emoji_images\U+1F1E6 U+1F1F8.png
U+1F1E6 U+1F1F9,flag: Austria,data\emoji_images\U+1F1E6 U+1F1F9.png
U+1F1E6 U+1F1FA,flag: Australia,data\emoji_images\U+1F1E6 U+1F1FA.png
U+1F1E6 U+1F1FC,flag: Aruba,data\emoji_images\U+1F1E6 U+1F1FC.png
U+1F1E6 U+1F1FD,flag: Åland Islands,data\emoji_images\U+1F1E6 U+1F1FD.png
U+1F1E6 U+1F1FF,flag: Azerbaijan,data\emoji_images\U+1F1E6 U+1F1FF.png
U+1F1E7 U+1F1E6,flag: Bosnia & Herzegovina,data\emoji_images\U+1F1E7 U+1F1E6.png
U+1F1E7 U+1F1E7,flag: Barbados,data\emoji_images\U+1F1E7 U+1F1E7.png
U+1F1E7 U+1F1E9,flag: Bangladesh,data\emoji_images\U+1F1E7 U+1F1E9.png
U+1F1E7 U+1F1EA,flag: Belgium,data\emoji_images\U+1F1E7 U+1F1EA.png
U+1F1E7 U+1F1EB,flag: Burkina Faso,data\emoji_images\U+1F1E7 U+1F1EB.png
U+1F1E7 U+1F1EC,flag: Bulgaria,data\emoji_images\U+1F1E7 U+1F1EC.png
U+1F1E7 U+1F1ED,flag: Bahrain,data\emoji_images\U+1F1E7 U+1F1ED.png
U+1F1E7 U+1F1EE,flag: Burundi,data\emoji_images\U+1F1E7 U+1F1EE.png
U+1F1E7 U+1F1EF,flag: Benin,data\emoji_images\U+1F1E7 U+1F1EF.png
U+1F1E7 U+1F1F1,flag: St. Barthélemy,data\emoji_images\U+1F1E7 U+1F1F1.png
U+1F1E7 U+1F1F2,flag: Bermuda,data\emoji_images\U+1F1E7 U+1F1F2.png
U+1F1E7 U+1F1F3,flag: Brunei,data\emoji_images\U+1F1E7 U+1F1F3.png
U+1F1E7 U+1F1F4,flag: Bolivia,data\emoji_images\U+1F1E7 U+1F1F4.png
U+1F1E7 U+1F1F6,flag: Caribbean Netherlands,data\emoji_images\U+1F1E7 U+1F1F6.png
U+1F1E7 U+1F1F7,flag: Brazil,data\emoji_images\U+1F1E7 U+1F1F7.png
U+1F1E7 U+1F1F8,flag: Bahamas,data\emoji_images\U+1F1E7 U+1F1F8.png
U+1F1E7 U+1F1F9,flag: Bhutan,data\emoji_images\U+1F1E7 U+1F1F9.png
U+1F1E7 U+1F1FB,flag: Bouvet Island,data\emoji_images\U+1F1E7 U+1F1FB.png
U+1F1E7 U+1F1FC,flag: Botswana,data\emoji_images\U+1F1E7 U+1F1FC.png
U+1F1E7 U+1F1FE,flag: Belarus,data\emoji_images\U+1F1E7 U+1F1FE.png
U+1F1E7 U+1F1FF,flag: Belize,data\emoji_images\U+1F1E7 U+1F1FF.png
U+1F1E8 U+1F1E6,flag: Canada,data\emoji_images\U+1F1E8 U+1F1E6.png
U+1F1E8 U+1F1E8,flag: Cocos (Keeling) Islands,data\emoji_images\U+1F1E8 U+1F1E8.png
U+1F1E8 U+1F1E9,flag: Congo - Kinshasa,data\emoji_images\U+1F1E8 U+1F1E9.png
U+1F1E8 U+1F1EB,flag: Central African Republic,data\emoji_images\U+1F1E8 U+1F1EB.png
U+1F1E8 U+1F1EC,flag: Congo - Brazzaville,data\emoji_images\U+1F1E8 U+1F1EC.png
U+1F1E8 U+1F1ED,flag: Switzerland,data\emoji_images\U+1F1E8 U+1F1ED.png
U+1F1E8 U+1F1EE,flag: Côte d’Ivoire,data\emoji_images\U+1F1E8 U+1F1EE.png
U+1F1E8 U+1F1F0,flag: Cook Islands,data\emoji_images\U+1F1E8 U+1F1F0.png
U+1F1E8 U+1F1F1,flag: Chile,data\emoji_images\U+1F1E8 U+1F1F1.png
U+1F1E8 U+1F1F2,flag: Cameroon,data\emoji_images\U+1F1E8 U+1F1F2.png
U+1F1E8 U+1F1F3,flag: China,data\emoji_images\U+1F1E8 U+1F1F3.png
U+1F1E8 U+1F1F4,flag: Colombia,data\emoji_images\U+1F1E8 U+1F1F4.png
U+1F1E8 U+1F1F5,flag: Clipperton Island,data\emoji_images\U+1F1E8 U+1F1F5.png
U+1F1E8 U+1F1F7,flag: Costa Rica,data\emoji_images\U+1F1E8 U+1F1F7.png
U+1F1E8 U+1F1FA,flag: Cuba,data\emoji_images\U+1F1E8 U+1F1FA.png
U+1F1E8 U+1F1FB,flag: Cape Verde,data\emoji_images\U+1F1E8 U+1F1FB.png
U+1F1E8 U+1F1FC,flag: Curaçao,data\emoji_images\U+1F1E8 U+1F1FC.png
U+1F1E8 U+1F1FD,flag: Christmas Island,data\emoji_images\U+1F1E8 U+1F1FD.png
U+1F1E8 U+1F1FE,flag: Cyprus,data\emoji_images\U+1F1E8 U+1F1FE.png
U+1F1E8 U+1F1FF,flag: Czechia,data\emoji_images\U+1F1E8 U+1F1FF.png
U+1F1E9 U+1F1EA,flag: Germany,data\emoji_images\U+1F1E9 U+1F1EA.png
U+1F1E9 U+1F1EC,flag: Diego Garcia,data\emoji_images\U+1F1E9 U+1F1EC.png
U+1F1E9 U+1F1EF,flag: Djibouti,data\emoji_images\U+1F1E9 U+1F1EF.png
U+1F1E9 U+1F1F0,flag: Denmark,data\emoji_images\U+1F1E9 U+1F1F0.png
U+1F1E9 U+1F1F2,flag: Dominica,data\emoji_images\U+1F1E9 U+1F1F2.png
U+1F1E9 U+1F1F4,flag: Dominican Republic,data\emoji_images\U+1F1E9 U+1F1F4.png
